explainability_method,comprehensiveness,sufficiency
random,0.03986424336086407,0.9504806067645285
laat,0.8829907545489538,0.32807335431427537
attention_rollout,0.4119993841936626,0.40012220947603344
deeplift,0.7788982150566541,0.1884667951382141
gradient_x_input,0.7838205512655757,0.19400822215100705
integrated_gradient,0.7572314114265106,0.1857251101784575
grad_attention,0.8922167525669923,0.25889425168073077
atgrad_attention,0.8476758220923872,0.307974163945652
