Explainer,prediction_split,decision_boundary,precision,recall,f1,auprc,no_predictions,average_number_of_predicted_tokens,evidence_span_token_recall,evidence_span_recall,precision@1,recall@1,precision@5,recall@5,precision@10,recall@10,precision@50,recall@50,precision@100,recall@100,entropy,kl_divergence,iou,attributions_sum_zero,run_id,comprehensiveness,sufficiency,Model,special_token_rate,decision_boundary_no_special,precision_no_special,recall_no_special,f1_no_special,auprc_no_special,average_number_of_predicted_tokens_no_special,evidence_span_token_recall_no_special,evidence_span_recall_no_special,precision@1_no_special,recall@1_no_special,precision@5_no_special,recall@5_no_special,precision@10_no_special,recall@10_no_special,precision@50_no_special,recall@50_no_special,precision@100_no_special,recall@100_no_special,iou_no_special,kl_divergence_no_special,ground_truth_special_token_rate
$a$,all,0.047,36.63034367141644,41.79818268770903,39.04400267986831,34.63872142546535,22.0136518771331,407.1672354948806,57.557325590261286,64.36291239983424,51.19453924914675,14.34720229555236,31.262798634812288,43.80679100908656,20.529010238907848,57.53228120516499,5.76109215017064,80.72692491630798,3.10068259385665,86.89622190339551,0.5099507343511547,2.36061309060629,43.13263134980044,0.0,09q1e08m,86.29445525378422,20.039963156113032,B$_{\text{Uns}}$,14.880546075085324,4.7,38.1147540983605,44.476327116212126,41.05054071899076,37.40574153866581,416.38225255972696,60.12835098124165,68.03185437932015,52.73037542662116,14.777618364418938,32.525597269624576,45.57627929220469,20.92150170648464,58.63223338115734,5.74061433447099,80.43998087039694,3.030716723549488,84.93543758967002,44.9762378838753,264.88807897635377,5.834528933524629
$x \nabla x$,all,0.02,34.65968586387416,31.65949306551874,33.0917270677338,26.35600379110146,12.969283276450511,325.938566552901,44.60100337633417,61.30546075025616,46.757679180887365,13.10377809660449,26.79180887372013,37.54184600669536,17.95221843003413,50.31085604973696,5.43686006825938,76.18364418938307,3.0426621160409497,85.2702056432329,0.7399064555265474,3.3654841135473768,34.40631586037549,0.0,09q1e08m,77.4283335793038,14.96713931568844,B$_{\text{Uns}}$,3.3788395904436856,2.0,30.83333333333321,37.15925394548045,33.702016915574454,26.196404041403486,430.0341296928328,50.316147873447036,66.52445961255165,47.269624573378834,13.24725011956002,27.030716723549485,37.87661406025825,18.071672354948806,50.64562410329986,5.313993174061434,74.46197991391679,2.938566552901024,82.35294117647058,34.769582039712304,371.4957790625659,5.834528933524629
$a x \nabla x$,all,0.057,42.99424184261016,42.850310856049525,42.92215568812255,39.28130873802575,2.5597269624573302,355.6313993174061,60.07683561188784,75.86746302542974,57.16723549488054,16.021042563366812,32.93515358361775,46.15016738402678,21.86006825938566,61.26255380200861,6.047781569965871,84.74414155906264,3.20136518771331,89.71783835485414,0.2881394825463628,2.0972275392138213,45.888748918089775,0.0,09q1e08m,88.04688950042268,15.89617895948752,B$_{\text{Uns}}$,7.33788395904437,5.7,42.830453059317875,43.854615016738194,43.33648393144693,38.86653334044896,365.358361774744,60.78747380759096,76.46473264999842,57.16723549488054,16.021042563366812,33.13993174061434,46.43711142993783,21.791808873720136,61.07125777140124,5.856655290102389,82.06599713055954,3.090443686006826,86.60927785748446,46.168263251256846,252.64163139387773,5.834528933524629
$a$,all,0.042,33.209509658246525,42.75466284074585,37.382395985290714,32.279279848287665,18.771331058020472,459.3856655290103,59.12112986523495,67.80432309376972,49.48805460750853,13.86896221903395,29.419795221843,41.22429459588713,19.488054607508527,54.61501673840268,5.587030716723549,78.28790052606408,3.03754266211604,85.12673362027738,0.5132687342391075,2.4788273220832067,41.09094584903834,0.0,jdjr2y77,80.79717663832618,17.07848005549707,B$_{\text{Uns}}$,22.798634812286693,4.2,37.68825301204805,47.871831659492834,42.17400463401291,37.22370228674477,453.2423208191126,64.49010720944422,73.52104664320359,51.877133105802045,14.538498326159733,31.5358361774744,44.18938307030129,20.392491467576793,57.14968914395027,5.610921501706485,78.62266857962697,2.986348122866894,83.69201339072214,44.02453980975737,268.28385957988655,5.834528933524629
$x \nabla x$,all,0.019,30.92830882352927,32.18555714968899,31.54441059242248,24.53790033869889,8.3617747440273,371.33105802047777,46.288674825087,61.60409556254145,43.515358361774744,12.19512195121951,26.41638225255973,37.01578192252511,17.64505119453925,49.45002391200382,5.44368600682593,76.27929220468675,3.05290102389078,85.55714968914396,0.7411787709010476,3.369018746787877,31.38425977452138,0.0,jdjr2y77,74.15098261920308,9.75472192299523,B$_{\text{Uns}}$,2.5597269624573378,1.9,28.005811841627214,36.87230989956941,31.833195705537282,24.180745128607732,469.7952218430034,52.32704866206007,68.17406143278507,43.515358361774744,12.195121951219512,26.587030716723547,37.254901960784316,17.679180887372013,49.54567192730751,5.3174061433447095,74.50980392156863,2.9692832764505117,83.21377331420373,31.427734502296445,372.80842632855513,5.834528933524629
$a x \nabla x$,all,0.057,42.57142857142837,42.75466284074585,42.66284896156136,38.65350394816043,3.24232081911262,358.3617747440273,60.63934572217556,75.51194539175697,54.60750853242321,15.30368244858919,32.45733788395904,45.480631276901,21.51877133105802,60.30607364897178,5.9419795221843,83.26159732185558,3.22184300341296,90.29172644667624,0.285247790861234,2.130102250578106,45.22475637933619,0.0,jdjr2y77,84.83767091119029,12.834692286149728,B$_{\text{Uns}}$,10.443686006825939,5.7,43.09938765897295,43.75896700143451,43.42667299427914,38.37323491611503,362.2866894197952,61.58412572411904,76.49317406068987,54.60750853242321,15.303682448589193,32.86689419795222,46.0545193687231,21.621160409556314,60.59301769488283,5.843003412969283,81.87470109995218,3.1023890784982933,86.94404591104734,45.367257235338975,256.0877330303057,5.834528933524629
$a$,all,0.043,37.66774641369719,38.928742228598566,38.28786453383674,33.147040583825586,14.846416382252551,368.77133105802045,55.12791626239295,72.41183162615198,53.92491467576792,15.11238641798182,29.65870307167235,41.55906264945002,18.771331058020472,52.60640841702535,5.18430034129692,72.64466762314682,2.92320819112627,81.92252510760402,0.5026253147104199,2.692736746658832,40.92093774618072,0.0,1k5b5cxg,86.77034064280122,33.711862904277915,B$_{\text{Uns}}$,5.90443686006826,4.3,36.860215053763284,40.98517455762774,38.81340579660268,33.4194144054117,396.7576791808874,57.245514723839094,74.3742889640176,54.26621160409556,15.208034433285508,30.0,42.03730272596843,18.92491467576792,53.03682448589192,5.170648464163823,72.45337159253945,2.861774744027304,80.20086083213774,41.37850700253319,303.558694602405,5.834528933524629
$x \nabla x$,all,0.02,32.82482903734859,29.842180774748776,31.26252504960118,24.215285798713477,12.45733788395904,324.40273037542664,42.65236043794009,59.42832764447373,45.05119453924914,12.62553802008608,26.006825938566553,36.44189383070301,17.4914675767918,49.019607843137244,5.37883959044368,75.37063605930176,2.99488054607508,83.93113342898135,0.7461803660010107,3.4757841567621925,30.119993814787637,0.0,1k5b5cxg,76.43744817025656,22.931387087077653,B$_{\text{Uns}}$,2.04778156996587,2.0,28.63453815261033,34.098517455762625,31.12857454654579,23.816784324272263,424.91467576791814,47.12346408777876,63.79408418595693,45.90443686006826,12.864658058345288,26.143344709897608,36.63318986131038,17.593856655290104,49.3065518890483,5.2457337883959045,73.50549976087997,2.89419795221843,81.10951697752272,30.405194320179717,383.52619810840037,5.834528933524629
$a x \nabla x$,all,0.063,41.52892561983449,38.45050215208016,39.930469331509485,35.71881041266915,2.5597269624573302,330.3754266211604,55.26257279849819,75.6541524452302,55.80204778156996,15.638450502152079,30.51194539249147,42.75466284074605,19.88054607508532,55.71496891439502,5.6075085324232,78.57484457197513,3.09215017064846,86.6571018651363,0.2623387244564171,2.639252698876656,41.04360030095127,0.0,1k5b5cxg,87.24516041535104,27.85871249915033,B$_{\text{Uns}}$,3.6177474402730376,6.3,41.28768523249851,38.64179818268752,39.92094861610114,35.038335481953226,333.9590443686007,55.505001965840215,75.82480090939231,55.80204778156996,15.638450502152079,30.648464163822524,42.94595887135342,19.982935153583618,56.00191296030608,5.494880546075085,76.99665231946437,2.9880546075085324,83.73983739837398,41.12177144943962,305.1091299901689,5.834528933524629
$a$,all,0.053,40.38954382367996,37.6853180296507,38.990598713008566,34.54019364561826,24.91467576791808,332.93515358361776,53.077161272235216,60.26734925994175,49.31740614334471,13.821138211382111,30.204778156996582,42.32424677187948,20.4778156996587,57.388809182209464,5.86348122866894,82.16164514586323,3.1382252559726904,87.94835007173602,0.5052768971601338,2.3911279623284245,40.96665750731418,0.0,vxrn54op,87.06574827554853,29.1828501613381,B$_{\text{Uns}}$,14.641638225255974,5.3,41.33268952196986,40.93735054997589,41.13407015807742,36.447057164801485,353.4129692832765,57.059629789666474,65.81342434521265,50.170648464163826,14.060258249641318,31.91126279863481,44.71544715447154,20.92150170648464,58.63223338115734,5.791808873720136,81.15734098517456,3.054607508532423,85.6049736967958,43.30496119391361,270.8222836152802,5.834528933524629
$x \nabla x$,all,0.016,26.66197678508608,36.25059780009547,30.72557762415681,23.30421721622343,6.6552901023890705,485.1535836177474,50.295789867942474,65.28725824737704,44.7098976109215,12.529890004782402,25.836177474402728,36.2027737924438,17.4914675767918,49.019607843137244,5.38225255972696,75.41846006695361,3.00341296928327,84.17025346724056,0.7444719151803425,3.448785039337515,32.41255206732948,0.0,vxrn54op,76.60328005433776,18.91222959760377,B$_{\text{Uns}}$,7.372013651877133,1.6,23.960612691466018,41.89383070301271,30.48547067989194,24.16077342726086,623.8907849829351,55.952701607147105,70.83333333264966,46.075085324232084,12.91248206599713,26.587030716723547,37.254901960784316,17.84982935153584,50.02391200382592,5.324232081911263,74.60545193687231,2.9351535836177476,82.25729316116691,33.216263031605436,377.33394576120435,5.834528933524629
$a x \nabla x$,all,0.056,42.82374941561457,43.806791009086346,43.30969267089465,39.532081768820085,3.92491467576791,365.01706484641636,60.047166822009856,73.77701933944714,56.31399317406144,15.7819225251076,33.44709897610921,46.8675274988044,22.0136518771331,61.69296987087518,6.139931740614331,86.03538976566236,3.2627986348122797,91.43950263032042,0.2884768589235639,2.101834702674114,46.56075013686659,0.0,vxrn54op,88.50136586075982,22.71487140671134,B$_{\text{Uns}}$,7.440273037542662,5.6000000000000005,43.16712834718355,44.715447154471335,43.92764857831132,39.2619626689291,369.6245733788396,61.1863426348142,74.4596131960956,56.31399317406144,15.781922525107603,33.44709897610921,46.8675274988044,22.167235494880547,62.12338593974175,5.979522184300341,83.78766140602582,3.1279863481228665,87.66140602582496,46.24616669514368,252.94396018486296,5.834528933524629
$a$,all,0.038,32.40705970709713,41.27211860353877,36.30626840506031,31.41841393564735,18.08873720136518,454.43686006825936,56.530102434204935,66.04095563076253,49.82935153583617,13.964610234337629,29.044368600682592,40.69823051171688,18.92491467576791,53.03682448589192,5.54266211604095,77.66618842659014,3.02047781569965,84.64849354375896,0.5319544254501922,2.607339558773801,39.966579106940344,0.0,pati4i3b,78.18669782674044,22.13587809609554,B$_{\text{Uns}}$,23.82252559726962,3.8,37.17457886676861,46.4371114299376,41.2927918345049,36.51118363857623,445.73378839590447,61.6373740495609,73.80546075014348,51.02389078498294,14.299378287900527,31.5358361774744,44.18938307030129,20.580204778156997,57.67575322812052,5.610921501706485,78.62266857962697,2.967576791808874,83.1659493065519,42.74065767821617,279.9444837208114,5.834528933524629
$x \nabla x$,all,0.019,30.381604696673044,29.69870875179325,30.03627569478408,21.74475657567774,10.58020477815699,348.80546075085323,42.72707454635825,58.646188850396875,42.150170648464155,11.81252989000478,24.64163822525597,34.528933524629366,16.92832764505119,47.44141559062649,5.36518771331058,75.17934002869441,3.04095563139931,85.22238163558106,0.7395326412500369,3.4899656132494243,28.71851897339915,0.0,pati4i3b,72.56279938835615,14.5546096052186,B$_{\text{Uns}}$,6.96245733788396,1.9,27.203482045701747,35.86800573888075,30.94059405891525,22.79753998786804,470.4778156996587,49.50735603010111,65.07394766717493,44.19795221843004,12.386417981826877,25.494880546075084,35.724533715925396,17.44027303754266,48.87613582018173,5.290102389078498,74.12721186035391,2.9692832764505117,83.21377331420373,29.599836419684895,381.148440232131,5.834528933524629
$a x \nabla x$,all,0.041,37.73510971786819,46.05451936872288,41.48180055948752,36.86803612951873,2.0477815699658697,435.4948805460751,62.69109682468821,77.24687144407805,55.2901023890785,15.49497847919655,32.55972696245733,45.62410329985653,21.075085324232077,59.062649450023905,5.94880546075085,83.35724533715926,3.20819112627986,89.9091343854615,0.2904773397403202,2.2573632377422275,43.92923238452267,0.0,pati4i3b,83.43574881503687,16.42118994241931,B$_{\text{Uns}}$,12.491467576791807,4.1000000000000005,38.485680659081844,46.91535150645601,42.28448275812538,37.1099843380418,434.98293515358364,63.39300252232574,78.01478953280801,55.460750853242324,15.542802486848398,32.96928327645051,46.19799139167862,21.450511945392492,60.11477761836442,5.829351535836177,81.68340506934481,3.1126279863481225,87.2309899569584,44.26991122736224,267.16596568623265,5.834528933524629
$a$,all,0.059,38.579545454545226,32.47250119560003,35.26356790394391,30.28080765948074,25.7679180887372,300.3412969283276,48.42182443048631,60.03981797438846,47.610921501706486,13.3428981348637,28.49829351535836,39.93304638928742,18.75426621160409,52.55858440937351,5.300341296928321,74.27068388330942,2.91638225255972,81.73122907699664,0.5049314872886221,2.6225677020311537,38.95083445335942,0.0,0fom6iwn,81.26700245667962,31.7406745632292,B$_{\text{Uns}}$,26.27986348122867,5.8999999999999995,43.40630005339005,38.88091822094673,41.0191725524781,35.76889286595066,319.6245733788396,55.95754122597746,68.17406143279025,50.51194539249146,14.155906264945003,31.43344709897611,44.04591104734577,20.563139931740615,57.62792922046868,5.433447098976109,76.13582018173123,2.9180887372013653,81.7790530846485,42.71870893052638,276.48076252788195,5.834528933524629
$x \nabla x$,all,0.021,31.669266770670664,29.124820659971167,30.34379671101044,23.137342039791207,11.4334470989761,328.1569965870307,41.78774155284905,58.432878270193065,44.027303754266214,12.33859397417503,25.32423208191126,35.48541367766619,16.97952218430034,47.58488761358201,5.4334470989760995,76.13582018173123,3.0511945392491397,85.50932568149211,0.7315371552217559,3.378843438164538,29.169273552505132,0.0,0fom6iwn,74.92270490712156,18.736714828133717,B$_{\text{Uns}}$,4.539249146757679,2.1,28.10854597002824,33.18986131037765,30.438596490731374,22.936544954950246,421.3310580204778,47.13643201669867,63.89362912338249,44.53924914675768,12.48206599713056,25.83617747440273,36.20277379244381,17.320819112627987,48.54136776661884,5.320819112627986,74.55762792922047,2.9300341296928325,82.11382113821138,29.541484125063285,372.89301375929864,5.834528933524629
$a x \nabla x$,all,0.043,38.83534136546169,46.24581539933024,42.21785636274308,37.12836556406423,1.5358361774744,424.91467576791814,63.87308699984398,79.47952218353075,54.94880546075085,15.399330463892872,32.28668941979522,45.24151123864179,20.64846416382252,57.867049258727874,5.72013651877133,80.1530368244859,3.12116040955631,87.4701099952176,0.2770575295583093,2.314153577134511,43.90736860717111,0.0,0fom6iwn,86.2814581827111,23.930436338229548,B$_{\text{Uns}}$,11.365187713310581,4.3,38.84264764169624,46.86752749880417,42.4794104893178,36.816326952738656,430.5460750853243,64.4750291418848,80.16211604018007,55.11945392491467,15.447154471544716,33.037542662116046,46.29363940698231,21.040955631399317,58.96700143472023,5.6825938566552905,79.62697274031564,3.054607508532423,85.6049736967958,44.555970301843516,271.03162010076386,5.834528933524629
$a$,all,0.05,42.144177449168005,43.61549497847898,42.86721504062803,38.18111350051979,16.382252559726957,369.28327645051195,60.512644825428964,70.27872582412253,54.436860068259385,15.25585844093735,32.66211604095563,45.76757532281205,21.22866894197952,59.49306551889049,5.70307167235494,79.9139167862267,3.05460750853242,85.6049736967958,0.4772166591141398,2.32882966920326,45.890993375209135,0.0,l2qznkbe,89.40692284299773,29.142168296290137,B$_{\text{Uns}}$,8.873720136518772,5.0,41.7147934251442,44.906743185078696,43.251957622715594,38.6558068248447,384.12969283276453,61.98252093906862,72.66780432239386,54.94880546075085,15.399330463892873,33.13993174061434,46.43711142993783,21.262798634812285,59.58871353419417,5.600682593856655,78.47919655667145,2.964163822525597,83.0703012912482,46.46773216789221,268.075689716064,5.834528933524629
$x \nabla x$,all,0.02,31.360946745561968,30.41606886657087,30.881281864030193,23.40222920088102,9.72696245733788,346.0750853242321,44.13129035329316,58.973265073373135,44.7098976109215,12.529890004782402,25.97269624573379,36.394069823051176,17.47440273037542,48.97178383548541,5.416382252559719,75.89670014347202,2.98976109215017,83.78766140602582,0.7360051066868742,3.446984061047046,32.36251405748517,0.0,l2qznkbe,77.15481309579143,18.99288651366468,B$_{\text{Uns}}$,6.96245733788396,2.0,28.948389600310325,35.676709708273386,31.962296486223362,24.572431284883123,439.7610921501706,49.72983311691079,63.765642775262066,45.90443686006826,12.864658058345288,26.791808873720136,37.54184600669536,17.866894197952217,50.07173601147776,5.341296928327645,74.84457197513152,2.9044368600682593,81.39646102343376,33.43033804081743,377.32554760330845,5.834528933524629
$a x \nabla x$,all,0.055,42.79176201372978,44.71544715447133,43.732460242718005,39.40484072443327,2.2184300341296903,372.8668941979522,62.4919867117983,76.35096700722576,57.84982935153583,16.21233859397417,33.34470989761092,46.72405547584887,21.62116040955631,60.59301769488283,5.86689419795221,82.20946915351507,3.16211604095563,88.6178861788618,0.2629924960117968,2.301847282906072,46.43443721712378,0.0,l2qznkbe,89.09096863417734,23.35758505757064,B$_{\text{Uns}}$,6.109215017064846,5.5,43.149749658625204,45.337159253945266,44.21641790994786,38.68978972474414,374.9146757679181,63.12189624102227,77.11888509595572,58.02047781569966,16.260162601626014,33.515358361774744,46.96317551410808,21.484641638225256,60.210425633668095,5.730375426621161,80.29650884744142,3.0358361774744025,85.07890961262554,46.55992606274915,272.1838632348496,5.834528933524629
$a$,all,0.049,20.28806584362131,23.57723577235761,21.80933421759606,13.24631080580878,23.378839590443683,414.67576791808875,33.44248636250476,46.50170648419013,27.47440273037542,7.6996652319464305,16.58703071672355,23.242467718794828,12.66211604095563,35.48541367766619,4.73720136518771,66.37972262075562,2.79692832764505,78.38354854136776,0.5085629475510757,3.660212649934981,19.286288395914617,0.0,ov55kelz,60.827143453167,38.3719752671416,B$_{\text{Uns}}$,51.945392491467565,4.9,29.911591355599064,29.124820659971167,29.51296341117913,24.06080055595311,347.4402730375427,40.99210184936751,54.26621160357281,39.07849829351536,10.95169775227164,24.607508532423207,34.48110951697752,16.791808873720136,47.05882352941176,5.3174061433447095,74.50980392156863,2.9112627986348123,81.58775705404113,29.854341736030072,348.1504362706688,5.834528933524629
$x \nabla x$,all,0.021,34.94099538224712,32.56814921090372,33.71287128662916,27.58651890860046,11.092150170648459,332.5938566552901,47.994496496765635,64.3629123998299,46.58703071672355,13.055954088952651,28.05460750853242,39.31133428981349,18.19112627986348,50.98039215686274,5.59044368600682,78.33572453371592,3.1296928327645004,87.7092300334768,0.7263278079745852,3.24079666251106,33.3954471266473,0.0,ov55kelz,74.36907082930088,16.87841831879171,B$_{\text{Uns}}$,1.0921501706484642,2.1,30.552244735796464,36.77666188426573,33.37673611061524,26.942713575651855,429.5221843003413,53.70238597168492,69.96587030648685,46.75767918088737,13.103778096604495,28.259385665529006,39.59827833572454,18.1740614334471,50.9325681492109,5.419795221843003,75.94452415112386,3.0170648464163823,84.5528455284553,33.56784014886968,360.3754215519221,5.834528933524629
$a x \nabla x$,all,0.067,33.854166666666494,31.08560497369664,32.41087010670593,26.821581543503182,6.31399317406143,327.64505119453923,44.58177843176827,60.153583617163676,42.491467576791806,11.908177905308461,26.143344709897608,36.63318986131038,18.20819112627986,51.02821616451458,5.73037542662116,80.29650884744142,3.1757679180887304,89.00047824007652,0.3279003733485283,2.698538889279884,32.4356472066689,0.0,ov55kelz,75.25161639968422,24.69682466699123,B$_{\text{Uns}}$,29.044368600682592,6.7,39.37568455640723,34.385461501673674,36.711769210633065,30.922867916136422,311.60409556313994,49.22508805158686,63.90784982873109,45.73378839590443,12.816834050693448,29.931740614334473,41.94165471066476,20.46075085324232,57.34098517455762,5.781569965870307,81.01386896221904,3.10580204778157,87.03969392635102,37.013721435908614,290.6473434256379,5.834528933524629
$a$,all,0.054,39.45002644103628,35.67670970827338,37.46860873882804,32.86961400543007,24.23208191126279,322.6962457337884,52.272312442640235,63.22525597208462,50.85324232081911,14.25155428024868,29.79522184300341,41.75035868005738,19.53924914675767,54.7584887613582,5.412969283276451,75.84887613582019,3.00511945392491,84.2180774748924,0.499014717750215,2.4969360176452398,40.58294777414448,0.0,mm7m818p,81.1128191738732,38.67972197451071,B$_{\text{Uns}}$,22.286689419795223,5.4,42.416829745596665,41.46341463414615,41.93470374798838,36.77331681293677,348.80546075085323,58.06392862885738,70.56313993106073,53.412969283276446,14.968914395026303,32.6962457337884,45.81539933046389,21.040955631399317,58.96700143472023,5.597269624573379,78.43137254901961,3.0102389078498293,84.36154949784792,43.67932710623162,270.6745424499508,5.834528933524629
$x \nabla x$,all,0.016,27.4297324754486,38.7374461979912,32.11736716842804,26.89168424277525,5.46075085324232,503.92491467576787,52.87629037597764,68.92775881616902,46.92832764505119,13.15160210425633,26.996587030716718,37.82879005260641,18.08873720136518,50.6934481109517,5.5358361774744,77.57054041128647,3.0904436860068203,86.60927785748446,0.7324935514779563,3.314445634295696,32.89036771294929,0.0,mm7m818p,74.96041225954909,20.057635376104,B$_{\text{Uns}}$,2.4232081911262795,1.6,24.043861995185814,42.99378287900505,30.840480273982386,26.144259796664905,638.0546075085324,57.82470184313326,72.82423208120738,47.098976109215016,13.199426111908178,27.44027303754266,38.45050215208035,18.191126279863482,50.98039215686274,5.389078498293515,75.5141080822573,2.976109215017065,83.4050693448111,33.18959711103021,367.0824854118677,5.834528933524629
$a x \nabla x$,all,0.045,40.468227424748996,46.29363940698208,43.18536694128211,38.470389026494736,1.70648464163822,408.1911262798635,63.296424848958765,79.4795221835316,58.53242320819113,16.40363462458154,33.31058020477815,46.67623146819703,21.51877133105802,60.30607364897178,5.90443686006825,82.73553323768532,3.20307167235494,89.76566236250598,0.276375085023922,2.211741178677338,45.584686911515185,0.0,mm7m818p,85.54484062931537,27.164312903814707,B$_{\text{Uns}}$,6.757679180887371,4.5,40.53388090349059,47.20229555236706,43.61467079048811,37.67376995321965,415.52901023890786,64.12346044135,80.58873720058578,58.53242320819113,16.40363462458154,33.822525597269625,47.39359158297465,21.757679180887372,60.97560975609756,5.825938566552901,81.63558106169297,3.1177474402730376,87.37446197991392,46.03497425104492,262.181981860986,5.834528933524629
$a$,all,0.053,38.176770013882276,39.45480631276882,38.80526810862507,33.534642443104005,23.03754266211604,368.77133105802045,55.609561797368166,63.509670079021106,51.5358361774744,14.44285031085605,30.4778156996587,42.70683883309421,20.35836177474402,57.05404112864658,5.76109215017064,80.72692491630798,3.10921501706484,87.13534194165472,0.4952430958652502,2.369119888339351,41.95180009418288,0.0,gice8s68,85.91429284355252,27.98671689822061,B$_{\text{Uns}}$,19.18088737201365,5.3,41.2039197386839,42.2285987565756,41.709966933840924,37.30384744963954,365.6996587030717,58.26662174537347,67.43458475475232,53.92491467576792,15.112386417981828,32.42320819112628,45.43280726924917,20.853242320819113,58.44093735054997,5.645051194539249,79.10090865614538,3.0341296928327646,85.0310856049737,45.107017869091635,264.79432363467447,5.834528933524629
$x \nabla x$,all,0.017,29.50631458094133,36.8723098995694,32.780612244403976,27.041652189713737,6.14334470989761,445.9044368600683,50.377066050834294,66.01251422006445,45.56313993174061,12.7690100430416,27.167235494880547,38.06791009086561,18.15699658703071,50.884744141559054,5.587030716723549,78.28790052606408,3.0938566552901,86.70492587278814,0.7371464955543633,3.316955795174608,32.23975890374331,0.0,gice8s68,76.15906391959287,18.175459851848743,B$_{\text{Uns}}$,6.109215017064846,1.7000000000000002,26.40166122812214,42.56336681013849,32.58879531259947,27.557031012805787,575.2559726962457,57.31666252750631,72.5824800903089,46.075085324232084,12.91248206599713,27.679180887372013,38.785270205643236,18.49829351535836,51.84122429459589,5.460750853242321,76.51841224294596,2.9880546075085324,83.73983739837398,32.733351786685695,364.5310305103514,5.834528933524629
$a x \nabla x$,all,0.06,43.11926605504566,42.70683883309401,42.91206150838976,38.78026087323856,3.58361774744027,353.4129692832765,60.04561777776979,75.14220705274043,55.631399317406135,15.59062649450024,33.24232081911263,46.58058345289335,21.60409556313993,60.54519368723099,5.99317406143344,83.9789574366332,3.2457337883959,90.961262553802,0.2891595011626623,2.1002690856729616,44.1491344962384,0.0,gice8s68,87.56230215418441,21.80653118934259,B$_{\text{Uns}}$,9.93174061433447,6.0,43.78557874762787,44.141559062649236,43.96284829671342,38.726949066322625,359.7269624573379,61.11473163698309,76.25142206979547,56.31399317406144,15.781922525107603,33.617747440273035,47.10664753706361,21.604095563139932,60.54519368723099,5.825938566552901,81.63558106169297,3.1382252559726966,87.94835007173602,44.80185248676226,251.49599394148248,5.834528933524629
$a$,all,0.043,37.80590717299562,43.09764309764289,40.278714317326184,34.80148388952258,19.03945111492281,406.5180102915952,58.18453844577613,67.4385363058111,52.14408233276158,14.62241462241462,30.874785591766717,43.290043290043286,20.27444253859348,56.85425685425686,5.76672384219554,80.85618085618086,3.13550600343053,87.92688792688793,0.513238875044032,2.350721661826773,43.07369953492512,0.0,cp32wsxq,85.63999691820489,27.63637999264521,B$_{\text{Uns}}$,12.384219554030876,4.3,38.49898580121688,45.646945646945426,41.76936619668652,37.01447694141105,422.8130360205831,61.012971685859185,69.92567181179093,53.17324185248714,14.911014911014911,31.663807890222984,44.396344396344396,20.668953687821613,57.960557960557956,5.725557461406518,80.27898027898028,3.072041166380789,86.14718614718615,43.97089737671567,266.8922092135756,5.82010582010582
$x \nabla x$,all,0.018,29.54931972789103,33.42953342953327,31.36989392863739,24.71630935962669,7.8902229845626,403.43053173241856,47.364143146449486,64.87993138873603,45.96912521440823,12.890812890812889,26.277873070325903,36.84463684463684,17.82161234991423,49.975949975949966,5.53001715265866,77.53727753727753,3.07375643224699,86.19528619528619,0.7395023566331723,3.384586236388913,30.5936008143266,0.0,cp32wsxq,75.76165970797712,17.87236332396358,B$_{\text{Uns}}$,7.409948542024014,1.7999999999999998,27.4436090225563,38.62433862433844,32.08791208742628,26.269804058126915,501.8867924528302,53.17752382901276,69.9399656940049,46.99828473413379,13.17941317941318,27.169811320754718,38.095238095238095,18.370497427101203,51.515151515151516,5.423670668953688,76.04617604617604,2.960548885077187,83.02068302068302,31.8143818275429,370.7223742907916,5.82010582010582
$a x \nabla x$,all,0.052,41.276978417266,44.15584415584394,42.667906111515244,38.32759161045689,2.22984562607204,381.47512864494,61.07762020676498,76.3865065744475,57.46140651801029,16.11351611351611,32.86449399656946,46.079846079846085,21.73241852487135,60.94276094276094,5.986277873070319,83.93458393458394,3.26758147512864,91.63059163059164,0.2860117984892152,2.1103541075419643,44.735246864495274,0.0,cp32wsxq,87.13900704580035,22.494894627025342,B$_{\text{Uns}}$,7.341337907375643,5.2,41.19982355535932,44.92544492544471,42.98205246153479,38.044522261334215,388.8507718696398,61.785854225459026,77.07261292092433,57.46140651801029,16.113516113516113,33.17324185248714,46.51274651274651,21.76672384219554,61.038961038961034,5.869639794168096,82.29918229918229,3.1337907375643224,87.87878787878788,45.03147236801692,254.08008346147906,5.82010582010582
$a$,all,0.047,35.99999999999984,38.52813852813834,37.22118959057847,32.25755675513966,23.67066895368782,381.6466552315609,54.56549215950691,62.206975413921285,48.02744425385934,13.46801346801346,29.77701543739279,41.75084175084175,19.86277873070326,55.6998556998557,5.7495711835334395,80.61568061568062,3.10120068610634,86.96488696488697,0.5193244949186134,2.432492328433284,40.03384145892296,0.0,rebcmyoo,85.75172933338034,26.079804172748698,B$_{\text{Uns}}$,17.358490566037737,4.7,38.06167400881041,41.55844155844136,39.73327201605631,35.389303706629576,389.3653516295026,57.75645595079945,65.95197255510993,50.943396226415096,14.285714285714285,31.49228130360206,44.15584415584416,20.634648370497427,57.86435786435786,5.756432246998284,80.71188071188071,3.032590051457976,85.04088504088504,43.09386373730444,271.08834281757026,5.82010582010582
