explainability_method,comprehensiveness,sufficiency
random,0.01236352966150958,0.9678731840393862
laat,0.7820807782838287,0.36174619661228635
attention_rollout,0.3939452523783657,0.40099766511202495
deeplift,0.7448652665924596,0.2078579214120959
gradient_x_input,0.7426374959748034,0.20508637043135824
integrated_gradient,0.7179144566803539,0.20511536351832424
grad_attention,0.8358150665627051,0.2665561752543775
