explainability_method,comprehensiveness,sufficiency
random,0.027650755542922966,0.8994753496589535
laat,0.8903316810878149,0.17994613995303876
attention_rollout,0.39532920310634156,0.37376732604245444
deeplift,0.7850195158710188,0.12268305481622513
gradient_x_input,0.7820746964591737,0.12063920803993612
integrated_gradient,0.77057777624381,0.12071367914063862
grad_attention,0.8942201656882857,0.13757219416082325
atgrad_attention,0.8492739020632596,0.18043625415392656
