explainability_method,comprehensiveness,sufficiency
random,0.04878563148116579,0.9714332775377037
laat,0.8807365162957899,0.27916512479145844
attention_rollout,0.40896538991507186,0.42052675686339286
deeplift,0.7830556564753394,0.1694415570998423
gradient_x_input,0.7822711660241964,0.1660552025831344
integrated_gradient,0.7754287513953877,0.18789626007230534
grad_attention,0.8902003577591164,0.21340482718958062
atgrad_attention,0.8463362205307514,0.2789921086781725
