explainability_method,comprehensiveness,sufficiency
random,0.018926629253592016,0.9381521352197595
laat,0.8118624489075488,0.21856730958873044
attention_rollout,0.3203234800114014,0.45492427807614033
deeplift,0.746852394019786,0.1691123523568528
gradient_x_input,0.744811186511171,0.16733340976733502
integrated_gradient,0.7283699859306191,0.15880142692745586
grad_attention,0.8487106020527555,0.18968927429035012
