explainability_method,comprehensiveness,sufficiency
random,0.0070204200816002885,0.9693919087067077
laat,0.8091959753608527,0.3418450485192386
attention_rollout,0.34073246059107754,0.3908151460470758
deeplift,0.7188263825749583,0.16267981453984118
gradient_x_input,0.7249580754648562,0.1671056211780636
integrated_gradient,0.6916831657458863,0.17945503405542823
grad_attention,0.8458079352178637,0.24159702114366288
atgrad_attention,0.7273091944861136,0.3330436539331004
