explainability_method,comprehensiveness,sufficiency
random,0.04163124037857666,0.9248865003355107
laat,0.8706574827554853,0.29182850161338103
attention_rollout,0.41831354640826685,0.43659749326739317
deeplift,0.7645424612320667,0.19361635851222517
gradient_x_input,0.7660328005433775,0.18912229597603777
integrated_gradient,0.7107323493942237,0.24624311477841365
grad_attention,0.8850136586075982,0.22714871406711346
atgrad_attention,0.8268090257494652,0.28194853264653147
