explainability_method,comprehensiveness,sufficiency
random,0.04363764945634396,0.9757033751488707
laat,0.8563999691820489,0.27636379992645216
attention_rollout,0.36633414434540573,0.45342842977909564
deeplift,0.7614504914686514,0.18243973856552356
gradient_x_input,0.7576165970797711,0.1787236332396358
integrated_gradient,0.7444191107607635,0.18448671589461896
grad_attention,0.8713900704580035,0.22494894627025347
