explainability_method,comprehensiveness,sufficiency
random,0.03867431235005037,0.9400036657814349
laat,0.8775085792605909,0.21576377828898174
attention_rollout,0.404653870467378,0.4218134380827242
deeplift,0.7816314589566681,0.15053017838868987
gradient_x_input,0.7817839605712334,0.1465921990429676
integrated_gradient,0.7012247952353837,0.21977815868968428
grad_attention,0.8913823299077833,0.1562186283794469
atgrad_attention,0.8441833550880461,0.21486708233232696
