explainability_method,comprehensiveness,sufficiency
random,0.032673795592116785,0.9749093153872871
laat,0.8731423304173219,0.23854207425891585
attention_rollout,0.39395143948445743,0.43212431495622033
deeplift,0.762498891337233,0.17021027001106429
gradient_x_input,0.7609586729287134,0.167680129865609
integrated_gradient,0.7632581316161263,0.1721537150032941
grad_attention,0.8812111970963193,0.18535366349796487
