explainability_method,comprehensiveness,sufficiency
random,0.040985686597768294,0.9662092463292327
laat,0.8766022299301264,0.2774436641327154
attention_rollout,0.40741031621938,0.4380858304832355
deeplift,0.7864409681898812,0.179242046560951
gradient_x_input,0.7838054825994968,0.1774841740109288
integrated_gradient,0.7597738683951177,0.19196801486607773
grad_attention,0.8878853270119982,0.21712220689270226
atgrad_attention,0.8445664700875382,0.2714619871557856
