explainability_method,comprehensiveness,sufficiency
random,0.028477962261371885,0.980857024964701
laat,0.8791599375451223,0.4672192438639991
attention_rollout,0.38649928813077916,0.49351247351029953
deeplift,0.7738852510768033,0.2892869124167
gradient_x_input,0.771919793343653,0.2835262444411829
integrated_gradient,0.7292420435149145,0.32569950364678013
grad_attention,0.8861985304810762,0.37824563623034024
atgrad_attention,0.8127894379338788,0.44897533837019654
