explainability_method,comprehensiveness,sufficiency
random,0.02461503536392804,0.9781794314461597
laat,0.8398996812877755,0.3833274215189056
attention_rollout,0.37746005422210904,0.47709936824523924
deeplift,0.7414030106549038,0.25939652012332703
gradient_x_input,0.7364449561112985,0.2547876231794108
integrated_gradient,0.7069151160375817,0.2760009547193154
grad_attention,0.8617817049314874,0.3162650484811475
