explainability_method,comprehensiveness,sufficiency
random,0.0340728313155208,0.9609310328889054
laat,0.8621626665216348,0.27648250956489057
attention_rollout,0.3955750473451886,0.4388687490697245
deeplift,0.746571122999593,0.1900186633646639
gradient_x_input,0.7530495031448801,0.19269819332048838
integrated_gradient,0.6954306028735674,0.2392365740136943
grad_attention,0.8761773623022282,0.21795390329512937
atgrad_attention,0.8076313483132118,0.2776120707104029
