explainability_method,comprehensiveness,sufficiency
random,0.030400367199918465,0.9503740719020211
laat,0.8627839581861431,0.13842707995162382
attention_rollout,0.3730393170081141,0.39413212955807125
deeplift,0.775059171070213,0.10640630317910044
gradient_x_input,0.7717972977341455,0.10445004278137122
integrated_gradient,0.7495149148738914,0.08927882137103473
grad_attention,0.8780517006978937,0.10359205553294465
atgrad_attention,0.8076223130390205,0.14478892394764578
