explainability_method,comprehensiveness,sufficiency
random,0.03551193765023319,0.9547450719134997
laat,0.8482098274850458,0.20372235869586552
attention_rollout,0.37919876409078856,0.3887133120746166
deeplift,0.744358521799087,0.12927016781865958
gradient_x_input,0.7496476837152501,0.13141541369680274
integrated_gradient,0.7234242172809673,0.13474003167659435
grad_attention,0.8680935508319702,0.15640491513362853
atgrad_attention,0.7929851180624146,0.20692940434627208
