explainability_method,comprehensiveness,sufficiency
random,0.014435621385731833,0.988033151348347
laat,0.6966229094191242,0.6855629398087464
attention_rollout,0.4152983765909623,0.5625861298517795
deeplift,0.7620556550504033,0.4025597360283946
gradient_x_input,0.7608619887220757,0.3969498203068944
integrated_gradient,0.7494834704822814,0.4126181505455854
grad_attention,0.7871017966842754,0.5364927797665539
atgrad_attention,0.6667885290543009,0.666124512335317
