explainability_method,comprehensiveness,sufficiency
random,0.007109784708621947,0.9873192071632754
laat,0.783776824908856,0.6046940024146603
attention_rollout,0.40346728909140533,0.527899282756354
deeplift,0.7491526175606057,0.3638027543659461
gradient_x_input,0.7486371950325384,0.36060361044199774
integrated_gradient,0.747545328465082,0.3573402632984406
grad_attention,0.837449933043203,0.4834021044192295
atgrad_attention,0.6885858028086719,0.5750658676284293
