explainability_method,comprehensiveness,sufficiency
random,0.013019767079173362,0.8598980860206269
laat,0.7621727669381577,0.33352779501338387
attention_rollout,0.401159536278632,0.390095211655191
deeplift,0.7615527180200858,0.16844428299956635
gradient_x_input,0.7617232024252283,0.1678837283588584
integrated_gradient,0.755197351007668,0.1811183455586976
grad_attention,0.8377589182890054,0.23543513111530381
