explainability_method,comprehensiveness,sufficiency
random,0.04028083169740304,0.9600708529536867
laat,0.8657730611348093,0.3216405004725896
attention_rollout,0.3999830761154443,0.3959741528170745
deeplift,0.7598170336417106,0.17500564127838178
gradient_x_input,0.7582876232692485,0.17356173473944547
integrated_gradient,0.7413801286528883,0.19045226068027224
grad_attention,0.8791481856434561,0.23979469979871249
atgrad_attention,0.8116517414841248,0.322554168010643
