explainability_method,comprehensiveness,sufficiency
random,0.04469633862502479,0.9584993390628079
laat,0.8575172933338033,0.260798041727487
attention_rollout,0.41714554861501707,0.45324659581599025
deeplift,0.7724059686563717,0.18590784580543615
gradient_x_input,0.7685808624073308,0.18497759524737906
integrated_gradient,0.7712172468756081,0.17733009463412097
grad_attention,0.8788801373425161,0.2015990902886191
