explainability_method,comprehensiveness,sufficiency
random,0.04869926499188351,0.9482412276815733
laat,0.8791274305681493,0.2383916540364861
attention_rollout,0.41439161163372196,0.45270315804242783
deeplift,0.7698761049029047,0.17852208162033856
gradient_x_input,0.7680271419647404,0.17796660057858568
integrated_gradient,0.7818084275982494,0.16618941793902745
grad_attention,0.8867598557115267,0.1903834925522864
