explainability_method,comprehensiveness,sufficiency
random,0.057077442828049704,0.9657945069088459
laat,0.8634925852607497,0.299405880663116
attention_rollout,0.39357236590023137,0.49105964175196826
deeplift,0.7459245119166568,0.22232830103312506
gradient_x_input,0.7503946061101361,0.22471563741596118
integrated_gradient,0.7199976915198804,0.2402700217920695
grad_attention,0.8692833449940642,0.24113174148919242
atgrad_attention,0.8271300507072357,0.30460656581811063
