explainability_method,comprehensiveness,sufficiency
random,0.011514136227457235,0.9347177503868414
laat,0.8162418197168702,0.21093797862768832
attention_rollout,0.33066824014837193,0.4565151973984435
deeplift,0.7276135557790034,0.15040925064111474
gradient_x_input,0.7275770146712761,0.14815125445977356
integrated_gradient,0.7483908511377221,0.13726771223051304
grad_attention,0.8416410015257099,0.1587807220768427
